Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
0.30082,0.034226,0.97042,35.927,1782,0.66495,0.36625,28.218,0.51233,0.96577,0.3677,13.182,0.71779,0.36625,33.97,10.745,29.218,0.36625,0.71488,0,0.98343,0.32159,0.58717,0.6717,0.96577,8.833,222.67,541.75,4.18,-1.7657,0.71488,53.037,6.8819,5.5868,0.32111,0.51233,,0.96577,0.62678,34.917,0.003531,0.6277,19.993,19.993,,35.927,0,0.32009,0.62479,29.166,0.027785,0.14531,539.15,539.15,14690,0.62678,0.31148,0.34746,0,,18.256,19.795,18.439,286.01,0
-0.049093,0.51931,-0.11965,0.7514,-76.011,0,-0.064471,0.92563,1.7883,0.48069,0.059127,-0.13395,-0.019487,-0.064471,-5439.2,-0.067105,1.9256,-0.064471,-0.036052,40.377,1.34,0.019886,-0.027452,0.11865,0.44764,-0.037492,0.16089,-0.18744,7.5051,0.29039,-0.036052,103.76,3.5452,3.2857,0.095267,1.7883,4.31,0.5187,0.053272,0.070095,0.34964,0.01112,66.928,26.551,-0.24816,0.34038,42.317,-0.009737,-0.005445,0.6964,0.4813,0.28207,0.75302,0.81256,0.7514,0.053272,-0.10213,0.99518,0.079075,9.0399,13.747,98.236,3.7156,2.8014,0
0.049464,0.16392,0.47726,3.9115,-17.572,0.36281,0.062228,4.8716,1.0249,0.79856,0.062228,0.37962,0.060802,0.062228,466.11,0.78307,6.1005,0.062228,0.029476,9.6729,0.88331,0.052047,0.02343,0.45194,0.79856,0.7052,0.25269,1.3301,4.2079,0.076916,0.029476,29.048,12.566,0.31751,0.052047,2.1351,,0.79856,0.024654,3.1732,0.045601,0.024654,20.923,11.25,0.88411,3.5702,9.9142,-0.014086,-0.006672,3.9115,0.16392,0.079583,2.2255,2.2255,7702.9,0.024341,0.061941,0.97566,0,37.734,32.443,28.341,12.879,5.8836,0
0.078778,0.64985,0.042762,1.0953,-63.973,0,0.097727,0.53883,1.4039,0.35015,0.21294,0.21771,0.08331,0.097727,2028,0.17998,1.5388,0.097727,0.069612,66.543,1.3998,0.18595,0.056114,0.22436,0.29647,0.15082,1.614,0.084117,5.2016,0.4608,0.069612,134.17,2.7205,1.8791,0.18273,1.4039,1.4379,0.51408,0.13016,0.007436,0.10557,0.13245,126.95,60.411,0.3078,0.52508,76.501,0.16672,0.11875,0.75654,0.44887,0.36758,0.68879,1.0112,6801.7,0.13016,0.22498,0.93194,0.46814,5.4852,6.0419,116.7,3.1276,2.7616,0
0.013061,0.88799,0.055556,1.139,-52.833,-0.18861,0.013061,0.081864,1.0484,0.072695,0.013061,0.03267,0.055538,0.013061,4559.8,0.080048,1.1261,0.013061,0.010205,63.514,1.2163,0.067152,0.010205,-0.17169,0.072695,0.080048,0.55008,0.102,5.5136,0.69174,0.010205,119.53,3.0537,0.075623,0.067152,1.316,0.47645,0.56091,0.052468,0.015346,0.23323,0.052468,128.1,64.587,0.058643,0.58187,66.589,0.009131,0.007134,0.51276,0.39977,0.32747,0.13346,1.0298,18128,0.046183,0.17966,0.95382,6.716,5.7468,5.6513,114.01,3.2016,2.3498,0
0.10069,0.43845,0.29939,1.8055,0.019093,0.21272,0.12661,1.1844,1.0917,0.51928,0.12661,0.34065,0.077639,0.12661,978.2,0.37314,2.2808,0.12661,0.060084,51.559,1.0686,0.15817,0.047784,0.26676,0.51928,0.31402,0.81943,0.91014,4.9573,0.1765,0.060084,70.282,5.1934,0.36074,0.15817,2.1361,5.5912,0.58606,0.07506,0.18338,0.073862,0.07506,104.43,52.873,0.33828,1.0047,56.287,0.12117,0.057504,1.5305,0.37167,0.19255,1.5786,1.7816,27133,0.083997,0.1939,0.916,0.12861,7.0793,6.9034,64.378,5.6696,6.4059,0
0.039991,0.46287,-0.016684,0.84438,-24.601,-0.1172,0.046206,1.1604,0.44897,0.53713,0.084057,0.43098,0.22802,0.046206,1650.4,0.22116,2.1604,0.046206,0.10292,1.3046,2.0559,0.083981,0.089073,-0.026033,0.013271,0.20774,2.2187,-0.018345,4.5939,0.98928,0.16532,108.94,3.3504,0.77603,0.089763,0.44897,0.25917,0.88023,0.19993,0.1972,0.11009,0.18705,56.409,55.104,24.921,0.82941,1.6306,0.027815,0.061954,0.19558,0.10721,0.29847,0.59059,0.96785,-655,0.19993,0.074453,0.89781,0.63878,279.78,6.6238,87.16,4.1877,0.49366,0
0.62455,0.3453,0.38234,2.1073,52.1,0,0.62451,1.896,2.8687,0.6547,0.62451,1.8086,0.23084,0.62451,190.33,1.9177,2.896,0.62451,0.2177,12.408,1.0668,0.62451,0.21771,1.4043,0.62455,1.9178,,1.4038,3.4239,0.047063,0.2177,62.837,5.8087,5.8087,0.86292,2.8687,,0.6547,0.30081,0.60901,0.017382,0.2177,65.826,53.418,6.4046,1.8249,17.746,0.58683,0.20457,2.1073,0.3453,0.17216,2.4038,2.4038,1014.7,0.30081,0.95396,0.78231,0,29.417,6.8329,43.935,8.3077,10.533,0
0.036344,0.70166,0.049482,1.0706,-14.649,0,0.036344,0.4252,3.4306,0.29834,0.074087,0.051858,0.045459,0.036344,1642.2,0.22227,1.4252,0.036344,0.010594,16.413,,0.069816,0.010594,0.036344,-0.011812,0.22227,1.8497,0.19818,3.7314,0.12142,0.019788,76.122,4.795,4.7893,0.070193,3.4306,,0.29834,0.02046,0.44545,0.12347,0.020351,46.614,30.201,0.23559,0.85048,16.756,-0.049794,-0.014515,1.0693,0.70083,0.20855,1.1949,1.1949,266.61,0.02046,0.12182,0.98945,0,22.238,12.086,74.564,4.8951,13.74,0
-0.004929,0.99101,-0.64721,0.34382,-127.62,0,0.001847,0.009068,1.9184,0.008986,0.036368,0.001873,0.088701,0.001847,2125.7,0.17171,1.0091,0.001847,0.000963,0,1.081,0.011686,-0.00257,-0.018207,-0.003884,0.16487,0.33853,-0.97931,3.8904,0.51217,0.014337,174.6,2.0905,2.0806,-0.1435,1.9184,,0.008986,-0.074801,0.032958,0.18352,0.006092,58.336,58.336,,0.34382,0,-0.15663,-0.081647,0.34219,0.98632,0.47835,0.013597,0.013597,-5028.8,-0.074801,-0.54854,0.99912,0,,6.2569,187.66,1.945,2.9028,0
-0.19336,0.49813,0.094592,1.3966,-34.967,-0.15346,-0.22932,1.0075,0.9712,0.50187,-0.22932,-0.96152,-0.11431,-0.22932,-1027.9,-0.35509,2.0075,-0.22932,-0.1482,57.357,1.0213,-0.20554,-0.12496,-0.17934,0.50187,-0.2829,-1.2901,0.14184,5.4238,0.32186,-0.1482,54.638,6.6803,-0.41263,-0.20554,1.5767,0.34639,0.7615,-0.13283,0.004977,-0.10697,-0.13283,78.29,20.934,-0.79522,0.37708,55.705,-0.25798,-0.16672,0.66868,0.2385,0.14969,0.75253,1.1418,25100,-0.029649,-0.38529,1.0296,0.51733,6.3637,17.436,56.258,6.488,2.3202,0
-0.087556,0.33319,0.025079,1.0762,-29.502,0.008269,-0.114,2.0013,0.983,0.66681,-0.114,-0.34619,-0.032075,-0.114,-1655.6,-0.22046,3.0013,-0.114,-0.049777,19.319,1.3038,-0.13745,-0.038232,-0.022502,0.66681,-0.14111,-0.58999,0.038844,5.7229,0.13042,-0.049777,51.59,7.0749,-0.41254,-0.13745,2.3298,59.871,0.6707,-0.06002,0.38258,-0.11303,-0.06002,36.401,17.082,-0.72231,0.70805,18.991,-0.17799,-0.077722,1.0636,0.3293,0.14134,1.0328,1.0388,13250,-0.017297,-0.13131,1.0173,0.00584,18.893,21.368,52.483,6.9547,3.5472,0
0.44211,0.23313,0.57933,3.4866,79.158,0.10358,0.45767,2.506,1.1828,0.58424,0.45767,1.9644,0.1745,0.45767,182.78,1.997,4.2894,0.45767,0.17155,11.62,0.74675,0.39984,0.16572,0.1316,0.58424,1.9302,1.7727,3.0866,4.6671,0.056517,0.17155,37.702,9.6813,1.7151,0.39984,2.9313,4827.6,0.58439,0.14987,0.35421,0.018799,0.14987,99.844,88.224,5.2053,3.122,13.745,0.39196,0.14692,3.4844,0.23298,0.10329,3.1127,3.1135,26915,0.15455,0.75673,0.84545,0.000258,31.411,4.1372,31.875,11.451,14.214,0
0.022407,0.22852,0.51716,7.2543,66.069,0,0.027663,3.376,2.3087,0.77148,0.038661,0.33455,0.040212,0.027663,898.44,0.40626,4.376,0.027663,0.011982,12.573,0.56003,0.038088,0.009706,0.034872,0.26275,0.38326,3.4633,1.2924,3.4573,-0.038133,0.016746,12.688,28.767,10.409,-0.069975,2.3087,3.568,0.91731,-0.030309,3.986,0.073766,0.016498,42.726,30.152,0.28175,6.2925,12.203,-0.027086,-0.011732,2.6249,0.082688,0.034762,1.928,2.2924,1482.2,-0.030309,0.029044,0.98882,0.18902,29.03,12.105,13.073,27.921,5.7695,0
0.20194,0.34233,0.62423,2.8234,,0.22369,0.20194,1.9211,4.6881,0.65767,0.20194,0.58988,0.043074,0.20194,618.77,0.58988,2.9211,0.20194,0.043074,28.884,0.68743,0,0.043074,0.4529,0.59269,0.58988,,18.668,3.4047,0.070993,0.096252,,0,0,0,4.6881,,0.65767,0,0.027786,,0,74.512,45.628,0.54431,1.7397,,0,0,2.8234,0.34233,,19.668,19.668,1585.1,1,0.30705,0.016034,0,12.637,7.9995,26.653,13.695,140.2,0
0.000674,0.59731,0.081998,1.1587,-20.992,0,0.001946,0.67419,2.73,0.40269,0.042878,0.003768,0.022516,0.001946,3546.9,0.10291,1.6742,0.001946,0.000713,31.11,0.96968,0.037538,0.000247,0.1593,0.25788,0.10078,0.91709,0.20424,4.169,0.21863,0.011648,69.969,5.2166,4.5112,0.035463,2.73,4.7287,0.48006,0.01299,0.006573,0.20513,0.01375,79.569,48.459,0.002898,0.70826,31.52,-0.021983,-0.008052,1.002,0.51653,0.19169,1.003,1.1957,1210,0.01299,0.001675,0.99929,0.19212,11.732,7.5322,69.06,5.2853,6.8,0
-0.022472,0.90072,0.044984,1.065,-53.355,-0.55603,-0.023126,0.11022,2.5595,0.099279,0.081998,-0.033417,0.030477,-0.023126,4214.6,0.086604,1.1102,-0.023126,-0.009035,57.909,0.80824,0.06562,-0.00878,-0.20188,-0.32785,0.08733,0.62421,0.17105,3.9135,0.34941,0.018789,97.992,3.7248,2.8618,-0.018145,2.5595,1.5903,0.30738,-0.007089,0.017825,0.18005,0.025638,103.34,45.433,-0.055338,0.47821,57.501,-0.035511,-0.013874,0.81825,0.69203,0.26847,0.37751,1.1688,368.61,-0.007089,-0.22635,1.0086,2.0961,6.303,8.0338,98.686,3.6986,9.7325,0
0.063259,0.069086,0.51347,9.1896,83.765,0,0.07747,13.475,1.5716,0.93091,0.080673,1.2356,0.087834,0.07747,182.68,1.9981,14.475,0.07747,0.049295,41.418,1.0372,0.076719,0.040252,0.37511,0.33669,1.7923,23.952,1.2115,4.2529,-0.027689,0.049456,15.307,23.845,21.641,0.076508,1.5716,,0.93091,0.048683,1.8176,0.016774,0.048817,107.35,65.931,0.35473,6.3453,43.537,0.016152,0.010278,8.3399,0.062698,0.041937,2.1964,2.1964,9192.3,0.048683,0.067953,0.95084,0,8.8126,5.5361,14.562,25.066,3.708,0
-0.16326,0.99206,-0.21337,0.63797,1377.8,-0.016601,-0.16363,0.008003,1.2043,0.00794,-0.098535,-0.27763,-0.13587,-0.16363,-2212.9,-0.16494,1.008,-0.16363,-0.13587,88.726,23.079,-0.099238,-0.13557,-0.17572,-0.1792,-0.16457,-1.5245,-0.34195,5.1819,0.8229,-0.085345,177.75,2.1066,1.2515,-0.06987,1.2043,0.22236,0.3824,-0.058018,0.002094,-0.33323,-0.082404,113.59,24.863,-0.55769,0.14128,86.061,-0.099238,-0.082404,0.37902,0.58939,0.47471,0.012724,0.61283,-32437,-0.004942,-20.563,1.085,47.164,4.1138,14.681,178.63,2.0433,1.93,0
0.26769,0.38172,0.24882,1.6597,11.191,0.46668,0.38528,1.4049,1.2578,0.53629,0.38528,1.0215,0.17392,0.38528,337.14,1.0826,2.6197,0.38528,0.16214,20.576,1.6028,0.44463,0.11265,0.67509,0.53629,0.77459,2.3535,0.66526,5.4556,0.097906,0.16214,72.866,5.0092,1.1648,0.44463,2.398,107.79,0.54085,0.18712,0.54642,0.026554,0.18712,64.498,43.922,1.9984,1.3046,25.879,0.41664,0.17534,1.6399,0.37716,0.19963,1.4338,1.446,71037,0.20493,0.49915,0.79507,0.008512,17.739,8.3101,57.934,6.3003,6.3531,0
-0.96474,2.9368,-1.2676,0.43413,-161.17,-1.0579,-0.96474,-0.65949,2.3254,-1.9368,-0.58197,-0.43066,-0.39661,-0.96474,-1162.3,-0.31404,0.34051,-0.96474,-0.41487,1.3964,,-0.58259,-0.41487,-0.96474,-2.0226,-0.31404,-1.5221,-46.119,2.765,1.0039,-0.40045,281.47,1.2968,0.98918,-0.57958,2.3254,1.3842,-1.2406,-0.24924,0.27108,-0.18124,-0.25054,57.332,55.936,-108.44,0.43016,1.1178,-0.62507,-0.2688,0.33115,2.2401,0.77114,-70.463,-45.136,-737.95,-0.24924,0.49812,1.4146,-0.35944,261.39,6.5253,351.62,1.0381,84.602,0
0.20858,0.15339,0.70972,6.9593,264.56,0,0.25934,5.5193,1.0178,0.84661,0.25936,2.1776,0.2689,0.25934,204.57,1.7842,6.5193,0.25934,0.25481,35.698,1.5851,0.17631,0.20493,0.42069,0.76945,1.4533,14454,4.1458,6.6511,-0.41157,0.25481,54.424,6.7066,5.2071,0.21909,1.0178,,0.84661,0.21526,5.0888,0.026818,0.17323,79.887,44.189,2.0953,6.1234,45.49,0.16197,0.15914,5.4033,0.11909,0.14911,4.9455,4.9455,3178000,0.21526,0.24637,0.76507,0,10.225,8.26,42.709,8.5462,5.9455,0
0.61206,0.42299,0.40749,1.9633,-11.024,0,0.61206,1.3641,2.2393,0.57701,0.62184,1.447,0.28418,0.61206,242.62,1.5044,2.3641,0.61206,0.27333,74.007,1.0001,0.62027,0.27333,1.551,0.28753,1.5044,63.434,2.4038,3.6727,0.13088,0.27548,94.866,3.8475,3.8475,0.61179,2.2393,,0.57701,0.27321,0.31315,0.021875,0.27699,113.78,39.77,1.3481,0.88997,101.83,0.59597,0.26614,1.9633,0.42299,0.25991,3.4038,3.4038,1917.7,0.27321,1.0607,0.72789,0,4.932,9.1777,68.948,5.2939,13.21,0
0.1568,0.24322,0.48542,3.3798,56.897,0,0.1568,3.1115,3.169,0.75678,0.16462,0.76871,0.077395,0.1568,361.95,1.0084,4.1115,0.1568,0.049477,0.94476,1.0632,0.15307,0.049477,0.48869,0.74897,1.0084,19.552,1.5628,3.8213,-0.023264,0.051912,24.851,14.687,12.317,0.17324,3.169,20.519,0.78998,0.054667,1.6407,0.033565,0.048302,40.857,39.912,19.115,3.3396,0.9994,0.064601,0.020385,2.8344,0.20397,0.068086,2.4364,2.5433,3216.8,0.054667,0.20719,0.9509,0.043867,386.34,9.1452,23.493,15.537,10.203,0
0.036957,0.31347,0.26433,2.0976,-18.829,0,0.036957,2.1901,1.2597,0.68653,0.049352,0.15347,0.086395,0.036957,1051.4,0.34717,3.1901,0.036957,0.029339,93.092,1.0398,0.048986,0.029339,0.2338,0.039296,0.34717,3.9522,0.53416,4.3517,0.24642,0.03628,72.44,5.0387,3.8708,0.046274,1.2597,4.3773,0.72853,0.036735,0.024218,0.086458,0.038888,144.68,51.589,0.11503,0.76354,96.642,-0.022885,-0.018168,1.6115,0.24082,0.19846,1.3873,1.4722,5940.4,0.036735,0.053832,0.97099,0.061186,3.9209,7.0751,69.779,5.2308,2.5455,0
0.055726,0.005853,0.50416,87.139,157.75,0,0.055726,169.86,2.5129,0.99415,0.055726,9.5211,0.30162,0.055726,2.8186,129.5,170.86,0.055726,0.022176,14.267,1.5797,0,0.022176,0.004775,0.2895,129.5,0,1.0289,3.8812,-0.089772,0.048631,1.3183,276.88,276.88,0.017062,2.5129,,0.99415,0.00679,40.145,0.000278,0,39.951,25.684,0.56733,70.357,22.124,-0.70221,-0.27944,87.139,0.005853,0.003612,2.0289,2.0289,3835,0.35512,0.056054,0.64624,0,25.583,14.211,0.85013,429.35,5.1285,0
0.031375,0.91791,-0.41591,0.5469,-137.03,0.032105,0.031375,0.089428,1.5111,0.082087,0.14885,0.034181,0.047079,0.031375,4709.4,0.077504,1.0894,0.031375,0.020763,17.36,,0.14776,0.020763,0.031375,0.063845,0.077504,1.2578,-0.83516,3.4379,0.53959,0.096813,245.74,1.4853,1.4853,0.14776,1.5111,,0.082087,0.097779,0.12917,0.16316,0.097779,92.616,75.256,0.43655,0.4686,19.241,0.10799,0.071463,0.5469,0.91791,0.67327,0.16484,0.16484,-1140,0.097779,0.38222,0.97925,0,21.025,4.8501,221.71,1.6463,3.0344,0
0.086631,0.17931,0.44811,3.499,55.973,0.17178,0.10997,4.1439,1.0632,0.74304,0.10997,0.6133,0.099356,0.10997,407.89,0.89485,5.5769,0.10997,0.068095,14.704,1.0091,0.083508,0.053643,0.22867,0.74304,0.76468,0.54977,1.2027,4.2161,-0.027103,0.068095,43.088,8.4711,0.46571,0.083508,1.6593,,0.74304,0.051708,2.107,0.043996,0.051708,56.414,41.71,1.3316,3.1362,15.633,0.033023,0.020448,3.499,0.17931,0.11805,1.9943,1.9943,7370.1,0.059454,0.11659,0.94055,0,24.824,8.7509,40.526,9.0065,4.3345,0
0.015582,0.48074,-0.084229,0.82479,-37.856,0.052151,0.021858,0.9894,1.0223,0.47564,0.021858,0.045467,0.061585,0.021858,1740.7,0.20968,2.0801,0.021858,0.013354,16.364,0.9895,0.034978,0.00952,0.065598,0.47564,0.19663,0.21845,-0.13957,4.3784,0.28838,0.013354,109.59,3.3306,0.072759,0.034978,1.6434,,0.47564,0.02137,0.023233,0.13873,0.02137,85.928,69.564,0.21234,0.67214,16.728,-0.043967,-0.026861,0.82479,0.48074,0.30024,0.78815,0.78815,-2012.9,0.021785,0.03276,0.97822,0,22.305,5.2469,107.2,3.4048,2.7122,0
0.077907,0.15281,0.33308,3.1797,47.807,0.15312,0.079895,5.2392,1.0617,0.8006,0.079895,0.52284,0.090437,0.079895,417.24,0.8748,6.5441,0.079895,0.054051,21.167,0.85404,0.071096,0.052706,0.15899,0.8006,0.8618,0.51064,0.64786,4.0819,0.007357,0.054051,40.061,9.1112,0.46526,0.071096,1.5021,,0.8006,0.048098,1.3844,0.04023,0.048098,67.743,46.577,0.90887,2.6187,22.472,0.017312,0.011712,3.1797,0.15281,0.10976,1.5572,1.5572,4021.6,0.058088,0.09731,0.94191,0,17.244,7.8365,37.734,9.6731,2.8751,0
0.048916,0.32575,0.30581,1.9388,31.73,0.14096,0.064417,1.7768,1.0571,0.57878,0.064417,0.19775,0.052184,0.064417,1280.5,0.28503,3.0698,0.064417,0.036204,22.376,0.98241,0.089267,0.027492,0.18543,0.57878,0.23745,0.53034,0.83002,4.5126,0.17599,0.036204,70.639,5.1671,0.27404,0.089267,1.8093,,0.57878,0.05017,0.19493,0.090991,0.05017,116.53,94.156,0.44845,1.6039,23.654,0.060835,0.03419,1.9388,0.32575,0.19353,1.5709,1.5709,9956.4,0.054003,0.084517,0.946,0,16.312,3.8766,66.824,5.4621,4.8293,0
-0.048777,0.5537,-0.10494,0.80541,-63.636,-0.49858,-0.047967,0.80602,1.3865,0.4463,-0.022039,-0.088947,0.020189,-0.047967,7219.9,0.050555,1.806,-0.047967,-0.034594,29.266,0.98521,-0.022888,-0.035179,-0.11629,-0.53682,0.049092,-0.88278,-0.18551,3.9653,0.39593,-0.017975,137.28,2.6587,2.5894,-0.047232,1.3865,,0.4463,-0.034064,0.053106,0.34777,-0.016507,106.8,77.53,-0.43873,0.59925,28.302,-0.098847,-0.07129,0.78442,0.53927,0.37612,0.78897,0.78897,-968.86,-0.034064,-0.10929,1.0337,0,12.472,4.7078,141.96,2.5712,2.4512,0
0.033917,0.84006,0.14959,1.2141,100.92,-0.002003,0.033917,0.1904,2.0483,0.15994,0.097511,0.048552,0.90387,0.033917,165.61,2.2039,1.1904,0.033917,0.016559,115.86,2.2704,0,0.016559,0.06056,0.021093,2.2039,0,0.98523,4.7575,0.40936,0.033112,,0,0,0.020501,2.0483,1.4026,0.30108,0.010009,0.01497,0.015407,0,149.28,33.412,0.052164,0.28338,,-1.8175,-0.88731,1.0097,0.69857,,1.0534,1.983,8558.2,1,0.21206,0.063454,0.88241,3.1503,10.924,124.48,2.9321,13.49,0
0.19451,0.37918,0.082816,1.64,30.461,0.35156,0.24084,1.5241,1.2357,0.57792,0.24084,1.8613,0.28824,0.24084,414.08,0.88148,2.6373,0.24084,0.2077,2.2357,1.1884,0.24685,0.16774,0.43917,0.57792,0.75929,2.6306,0.10513,4.4976,0.30058,0.2077,50.331,7.2519,0.65101,0.24685,1.1966,0.82116,0.8277,0.21287,0.26929,0.036639,0.21287,55.829,53.594,27.386,1.5851,2.7627,0.15345,0.13234,0.55967,0.1294,0.13789,0.7336,1.0507,2604.2,0.19077,0.33657,0.80923,0.4322,163.26,6.8105,40.73,8.9615,1.472,0
-0.21344,1.1342,-0.13436,0.82571,-153.94,0,-0.21344,-0.1181,0.94096,-0.13395,-0.19069,-0.27686,-0.16164,-0.21344,-2721.7,-0.13411,0.88171,-0.21344,-0.22683,128.6,0.7004,-0.19257,-0.22683,-0.007185,-0.14438,-0.13411,-8.4679,-0.36969,3.6806,1.2033,-0.20266,243.58,1.4985,1.0186,-0.21427,0.94096,1.5277,0.065721,-0.22772,0.004871,-0.28808,-0.20466,245.46,116.86,-0.6438,0.39567,104.75,-0.25391,-0.26984,0.56126,0.77092,0.66733,-0.36854,0.18083,-644,-0.22772,1.5935,1.221,-1.4907,2.8383,3.1233,299.04,1.2206,2.589,0
0.16512,0.19386,0.49596,4.1989,60.387,0,0.20553,4.1583,1.9196,0.80614,0.2061,1.3256,0.15951,0.20553,231.1,1.5794,5.1583,0.20553,0.10707,23.828,,0.2061,0.086016,0.20553,0.75745,1.371,362.44,1.4211,3.0116,0.009781,0.10707,32.609,11.193,8.9518,0.1842,1.9196,15.77,0.83947,0.095958,1.7513,0.021066,0.10736,72.156,48.329,1.3176,3.3906,26.357,0.10544,0.054928,3.3581,0.15504,0.08934,2.3099,2.4054,509.35,0.095958,0.20483,0.89418,0.04135,15.318,7.5525,29.48,12.381,5.5004,0
0.072436,0.59792,-0.033806,0.9078,-36.692,0.12973,0.077904,0.67115,1.0709,0.4013,0.077904,0.21246,0.10125,0.077904,1471.1,0.24812,1.6725,0.077904,0.053168,23.741,1.1894,0.093649,0.049436,0.15137,0.4013,0.23897,0.68446,-0.050673,4.7428,0.38353,0.053168,97.818,3.7314,0.15663,0.093649,1.5039,1.0273,0.63254,0.063914,0.10665,0.11979,0.063914,73.178,49.437,0.76002,0.64788,25.425,0.023199,0.015833,0.55671,0.36668,0.26799,0.60153,0.94815,-1869.8,0.066215,0.1805,0.93378,0.57624,15.374,7.3832,91.341,3.996,2.1963,0
0.002968,0.19782,0.56814,4.0137,17.007,0.20819,0.008611,3.9888,1.0035,0.78906,0.008611,0.045679,0.016531,0.008611,874.69,0.41729,5.0552,0.008611,0.001724,24.169,0.77754,0.015131,0.000594,0.26624,0.78906,0.38876,0.030408,2.3348,3.7387,0.035694,0.001724,13.828,26.395,0.07649,0.015131,5.0082,45.819,0.79835,0.00303,0.13516,0.073019,0.00303,53.446,29.277,0.008976,2.2597,24.254,-0.058805,-0.011776,3.8251,0.18852,0.037886,3.2427,3.2809,3112.7,0.003491,0.003761,0.99651,0.011783,15.102,12.467,13.78,26.488,20.521,0
-0.11629,0.88925,0.12638,1.1575,-26.054,0,-0.11629,0.12454,1.6388,0.11075,-0.046264,-0.14494,-0.064117,-0.11629,-3089.1,-0.11816,1.1245,-0.11629,-0.070959,51.135,,-0.07708,-0.070959,-0.11629,0.090051,-0.11816,-1.1008,1.7721,3.3831,0.51189,-0.070013,169.66,2.1514,1.941,-0.087309,1.6388,,0.11075,-0.053277,0.088836,-0.45002,-0.047035,190.97,139.83,-0.5065,0.87136,48.548,-0.088293,-0.053877,1.0443,0.80231,0.46482,1.5529,1.5529,305.29,-0.053277,-1.05,1.0684,0,7.138,2.6102,178.7,2.0426,22.979,0
0.18357,0.68204,0.10273,1.1728,-37.086,0,0.22843,0.46619,2.4323,0.31796,0.27102,0.38429,0.11012,0.22843,929.43,0.39272,1.4662,0.22843,0.093913,47.403,,0.26994,0.075473,0.22843,0.299,0.32695,6.3378,0.33919,3.7221,0.27812,0.10585,99.36,3.6735,3.2015,0.24876,2.4323,4.3509,0.40559,0.10227,0.022343,0.073489,0.11098,102.62,55.218,0.58113,0.64139,52.803,0.23052,0.094774,1.0221,0.59441,0.27222,1.0499,1.3392,541.77,0.10227,0.57735,0.90698,0.27559,7.6999,6.6102,89.199,4.092,8.0313,0
-0.22149,0.80786,-0.3198,0.44857,-78.713,0,-0.22149,0.23784,1.5976,0.19214,-0.20106,-0.38192,-0.13219,-0.22149,-1396.2,-0.26143,1.2378,-0.22149,-0.13863,13.114,0.95059,-0.2272,-0.13863,-0.062985,0.18419,-0.26143,-11.12,-0.43224,3.8021,0.50516,-0.13287,118.94,3.0687,2.2029,-0.18201,1.5976,0.88952,0.42006,-0.11393,0.018037,-0.12415,-0.14221,57.043,43.929,-3.8586,0.34959,11.773,-0.23749,-0.14865,0.32201,0.57994,0.32587,0.2597,0.56776,-2027.5,-0.11393,-1.1527,1.1364,1.1862,27.833,8.3088,132.49,2.7548,2.1594,0
-0.15333,0.98635,0.25505,1.6581,-39.842,0,-0.15333,0.013843,2.4219,0.013654,-0.039023,-0.39564,-0.037919,-0.15333,-3920.2,-0.093106,1.0138,-0.15333,-0.06331,78.643,1.0074,-0.055993,-0.06331,-0.12518,-0.093618,-0.093106,-0.48985,0.71363,3.8146,0.38216,-0.044103,55.555,6.5701,2.5815,-0.12432,2.4219,0.20437,0.60463,-0.05133,0.17807,5.9769,-0.02312,86.445,7.8016,-0.29383,0.31164,74.804,-0.11749,-0.04851,0.65149,0.38754,0.1522,0.038202,1.6917,1664.3,-0.05133,-11.23,1.0611,43.283,4.6412,46.786,58.406,6.2493,6.7764,0
-0.000373,0.84381,-0.32215,0.61822,-133.58,0.022445,0.010885,0.16832,1.0277,0.14203,0.010885,0.0129,0.036547,0.010885,4955,0.073663,1.1851,0.010885,0.0064,55.808,1.2779,0.04442,-0.000219,0.044827,0.14203,0.060322,0.26841,-0.67348,5.1172,0.45743,0.0064,186.11,1.9612,0.052642,0.04442,1.716,,0.14203,0.026118,0.093225,0.2899,0.026118,95.072,39.264,-0.001433,0.31004,57.354,-0.006853,-0.004029,0.61822,0.84381,0.50988,0.29692,0.29692,-42198,0.026958,-0.002624,0.97304,0,6.5403,9.2961,181.09,2.0156,3.5556,0
